,arp.opcode,arp.hw.size,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,http.content_length,http.response,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.seq,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.qu,dns.retransmission,dns.retransmit_request,dns.retransmit_request_in,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msgtype,mqtt.proto_len,mqtt.topic_len,mbtcp.len,mbtcp.trans_id,mbtcp.unit_id,Attack_label,Attack_type
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3707437650.0,20614.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Normal
11,0.0,0.0,50366.0,14828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_ICMP
12,0.0,0.0,45575.0,61694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_ICMP
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,953956527.0,49871.0,0.0,0.0,0.0,0.0,48708.0,16.0,1.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vulnerability_scanner
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3745175899.0,3164.0,0.0,0.0,0.0,0.0,62495.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2768666176.0,6056.0,0.0,0.0,0.0,0.0,80.0,24.0,1.0,28.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_HTTP
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_UDP
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1729984081.0,12293.0,0.0,1.0,0.0,0.0,8082.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Port_Scanning
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4094131486.0,63445.0,0.0,0.0,0.0,0.0,55371.0,24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30863012.0,1169714919.0,63173.0,0.0,0.0,0.0,0.0,5900.0,24.0,1.0,32.0,122741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154984.0,2371779665.0,41551.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,39404253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
21,0.0,0.0,1456.0,18603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_ICMP
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192986776.0,1331838683.0,44603.0,0.0,0.0,0.0,0.0,5900.0,16.0,1.0,0.0,710667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1597086226.0,21287.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,52224282.0,28415.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11202.0,0.0,0.0,1.0,0.0,1883.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2818347431.0,951.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Normal
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4030368079.0,14341.0,0.0,0.0,0.0,0.0,56709.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,293886549.0,59580.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3389793552.0,44273.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1500262421.0,64238.0,0.0,1.0,0.0,0.0,49394.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_TCP
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879.0,3014897164.0,29079.0,1.0,0.0,0.0,0.0,80.0,17.0,1.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Password
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4249105094.0,101.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_UDP
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0,1556492348.0,31278.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Password
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720004.0,2372344685.0,10693.0,0.0,0.0,0.0,0.0,60944.0,24.0,1.0,1440.0,196556249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1132856912.0,48129.0,0.0,0.0,0.0,1.0,61632.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10220.0,0.0,1.0,0.0,0.0,53679.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2566716991.0,12595.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
39,0.0,0.0,50615.0,16619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_ICMP
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694617982.0,694617982.0,3163.0,0.0,0.0,1.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Port_Scanning
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344777.0,2371969458.0,30664.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,91279654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3075260440.0,32723.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Normal
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3193026693.0,23896.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SQL_injection
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9661.0,0.0,1.0,0.0,0.0,60999.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1734065179.0,12881.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431579.0,2372056260.0,24733.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,113482917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55498.0,2371680179.0,18764.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,13858231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3784857302.0,29045.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3578538889.0,976.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,187817465.0,12865.0,0.0,0.0,0.0,0.0,57515.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483007.0,2372107688.0,65265.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,127626318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373094.0,2371997775.0,33581.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,98691830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2189827198.0,63973.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2181342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_UDP
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,465973925.0,11737.0,0.0,0.0,0.0,0.0,49600.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35983395.0,1174835302.0,45572.0,0.0,0.0,0.0,0.0,5900.0,24.0,1.0,32.0,140759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183878032.0,1183878032.0,11065.0,0.0,0.0,1.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Port_Scanning
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2251150844.0,20554.0,0.0,0.0,0.0,1.0,54500.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2891820553.0,61206.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408729.0,2372033410.0,48948.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,107626113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_UDP
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,973603903.0,8444.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48145.0,0.0,1.0,0.0,0.0,58821.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3888830471.0,10631.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,Normal
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405406.0,2372030087.0,48587.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,106779080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,700041187.0,16755.0,0.0,0.0,0.0,0.0,58999.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270605.0,2371895286.0,2140.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,0.0,70853332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16825550.0,44312.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3056897747.0,38090.0,0.0,0.0,0.0,0.0,1883.0,16.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,2024000733.0,6085.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Uploading
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1172540794.0,17081.0,0.0,0.0,0.0,0.0,52421.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21439.0,0.0,1.0,0.0,0.0,61633.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DDoS_UDP
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,3126806082.0,53243.0,0.0,0.0,0.0,0.0,52648.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Password
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3372626516.0,51258.0,0.0,0.0,0.0,0.0,60565.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539274.0,2372163955.0,46886.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,0.0,144135722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1819003547.0,60793.0,0.0,0.0,0.0,0.0,58177.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3491182173.0,47586.0,1.0,0.0,0.0,0.0,1883.0,25.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1832227592.0,347.0,0.0,0.0,0.0,0.0,52095.0,16.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
80,0.0,0.0,0.0,0.0,0.0,164.0,0.0,45246.0,2437300625.0,7497.0,0.0,0.0,0.0,0.0,80.0,24.0,1.0,396.0,22780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Vulnerability_scanner
